rx, ry, rz, qx, qy, qz, qw
0.0373818800, -0.0496905400, -1.074064000, -0.2074162000, -0.3619628000, -0.1049612000, -0.902742900
0.0373818800, -0.0496905400, -1.074064000, -0.2074162000, -0.3619628000, -0.1049612000, -0.902742900
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374025800, -0.0496859700, -1.074062000, -0.2073333000, -0.3620078000, -0.1049114000, -0.902749700
0.0374221900, -0.0496884100, -1.074058000, -0.2074539000, -0.3620108000, -0.1049294000, -0.902718700
0.0374221900, -0.0496884100, -1.074058000, -0.2074539000, -0.3620108000, -0.1049294000, -0.902718700
0.0374221900, -0.0496884100, -1.074058000, -0.2074539000, -0.3620108000, -0.1049294000, -0.902718700
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374242000, -0.0496935200, -1.074039000, -0.2075575000, -0.3621045000, -0.1049420000, -0.902655800
0.0374034000, -0.0496975100, -1.074034000, -0.2075046000, -0.3621976000, -0.1049475000, -0.902629900
0.0374034000, -0.0496975100, -1.074034000, -0.2075046000, -0.3621976000, -0.1049475000, -0.902629900
0.0374034000, -0.0496975100, -1.074034000, -0.2075046000, -0.3621976000, -0.1049475000, -0.902629900
0.0374034000, -0.0496975100, -1.074034000, -0.2075046000, -0.3621976000, -0.1049475000, -0.902629900
0.0374034000, -0.0496975100, -1.074034000, -0.2075046000, -0.3621976000, -0.1049475000, -0.902629900
0.0374034000, -0.0496975100, -1.074034000, -0.2075046000, -0.3621976000, -0.1049475000, -0.902629900
0.0373845100, -0.0496988900, -1.074029000, -0.2075787000, -0.3622613000, -0.1049430000, -0.902587900
0.0373845100, -0.0496988900, -1.074029000, -0.2075787000, -0.3622613000, -0.1049430000, -0.902587900
0.0373845100, -0.0496988900, -1.074029000, -0.2075787000, -0.3622613000, -0.1049430000, -0.902587900
0.0373845100, -0.0496988900, -1.074029000, -0.2075787000, -0.3622613000, -0.1049430000, -0.902587900
0.0373845100, -0.0496988900, -1.074029000, -0.2075787000, -0.3622613000, -0.1049430000, -0.902587900
0.0373845100, -0.0496988900, -1.074029000, -0.2075787000, -0.3622613000, -0.1049430000, -0.902587900
0.0373644300, -0.0497043200, -1.074029000, -0.2075601000, -0.3623036000, -0.1049217000, -0.902577600
0.0373644300, -0.0497043200, -1.074029000, -0.2075601000, -0.3623036000, -0.1049217000, -0.902577600
0.0373644300, -0.0497043200, -1.074029000, -0.2075601000, -0.3623036000, -0.1049217000, -0.902577600
0.0373644300, -0.0497043200, -1.074029000, -0.2075601000, -0.3623036000, -0.1049217000, -0.902577600
0.0373644300, -0.0497043200, -1.074029000, -0.2075601000, -0.3623036000, -0.1049217000, -0.902577600
0.0373644300, -0.0497043200, -1.074029000, -0.2075601000, -0.3623036000, -0.1049217000, -0.902577600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373455200, -0.0496979300, -1.074014000, -0.2075845000, -0.3624276000, -0.1048755000, -0.902527600
0.0373174700, -0.0497058700, -1.074000000, -0.2075248000, -0.3626578000, -0.1048373000, -0.902453300
0.0373174700, -0.0497058700, -1.074000000, -0.2075248000, -0.3626578000, -0.1048373000, -0.902453300
0.0373174700, -0.0497058700, -1.074000000, -0.2075248000, -0.3626578000, -0.1048373000, -0.902453300
0.0373174700, -0.0497058700, -1.074000000, -0.2075248000, -0.3626578000, -0.1048373000, -0.902453300
0.0373174700, -0.0497058700, -1.074000000, -0.2075248000, -0.3626578000, -0.1048373000, -0.902453300
0.0373174700, -0.0497058700, -1.074000000, -0.2075248000, -0.3626578000, -0.1048373000, -0.902453300
0.0372754900, -0.0496884500, -1.073962000, -0.2078646000, -0.3626224000, -0.1049404000, -0.902377400
0.0372754900, -0.0496884500, -1.073962000, -0.2078646000, -0.3626224000, -0.1049404000, -0.902377400
0.0372754900, -0.0496884500, -1.073962000, -0.2078646000, -0.3626224000, -0.1049404000, -0.902377400
0.0372754900, -0.0496884500, -1.073962000, -0.2078646000, -0.3626224000, -0.1049404000, -0.902377400
0.0372754900, -0.0496884500, -1.073962000, -0.2078646000, -0.3626224000, -0.1049404000, -0.902377400
0.0372754900, -0.0496884500, -1.073962000, -0.2078646000, -0.3626224000, -0.1049404000, -0.902377400
0.0372334700, -0.0496796900, -1.073935000, -0.2077133000, -0.3624713000, -0.1050594000, -0.902459000
0.0372334700, -0.0496796900, -1.073935000, -0.2077133000, -0.3624713000, -0.1050594000, -0.902459000
0.0372334700, -0.0496796900, -1.073935000, -0.2077133000, -0.3624713000, -0.1050594000, -0.902459000
0.0372334700, -0.0496796900, -1.073935000, -0.2077133000, -0.3624713000, -0.1050594000, -0.902459000
0.0372334700, -0.0496796900, -1.073935000, -0.2077133000, -0.3624713000, -0.1050594000, -0.902459000
0.0372334700, -0.0496796900, -1.073935000, -0.2077133000, -0.3624713000, -0.1050594000, -0.902459000
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0372177300, -0.0496793400, -1.073923000, -0.2077464000, -0.3624213000, -0.1050187000, -0.902476300
0.0371719000, -0.0496903600, -1.073918000, -0.2078602000, -0.3624092000, -0.1050626000, -0.902449800
0.0371719000, -0.0496903600, -1.073918000, -0.2078602000, -0.3624092000, -0.1050626000, -0.902449800
0.0371719000, -0.0496903600, -1.073918000, -0.2078602000, -0.3624092000, -0.1050626000, -0.902449800
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0370724800, -0.0496987100, -1.073930000, -0.2076397000, -0.3625250000, -0.1052805000, -0.902428600
0.0369961400, -0.0497021200, -1.073969000, -0.2078276000, -0.3627163000, -0.1054336000, -0.902290600
0.0369961400, -0.0497021200, -1.073969000, -0.2078276000, -0.3627163000, -0.1054336000, -0.902290600
0.0369961400, -0.0497021200, -1.073969000, -0.2078276000, -0.3627163000, -0.1054336000, -0.902290600
0.0369961400, -0.0497021200, -1.073969000, -0.2078276000, -0.3627163000, -0.1054336000, -0.902290600
0.0369961400, -0.0497021200, -1.073969000, -0.2078276000, -0.3627163000, -0.1054336000, -0.902290600
0.0369961400, -0.0497021200, -1.073969000, -0.2078276000, -0.3627163000, -0.1054336000, -0.902290600
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369649500, -0.0497077700, -1.074068000, -0.2075049000, -0.3630458000, -0.1052876000, -0.902249500
0.0369945100, -0.0497413800, -1.074238000, -0.2067000000, -0.3634639000, -0.1049501000, -0.902305100
0.0369945100, -0.0497413800, -1.074238000, -0.2067000000, -0.3634639000, -0.1049501000, -0.902305100
0.0369945100, -0.0497413800, -1.074238000, -0.2067000000, -0.3634639000, -0.1049501000, -0.902305100
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0371058500, -0.0497828700, -1.074481000, -0.2059011000, -0.3641508000, -0.1043516000, -0.902280300
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0372271500, -0.0498294200, -1.074769000, -0.2050886000, -0.3648073000, -0.1036054000, -0.902286100
0.0373125800, -0.0498939900, -1.075144000, -0.2040537000, -0.3655818000, -0.1030697000, -0.902268600
0.0373125800, -0.0498939900, -1.075144000, -0.2040537000, -0.3655818000, -0.1030697000, -0.902268600
0.0373125800, -0.0498939900, -1.075144000, -0.2040537000, -0.3655818000, -0.1030697000, -0.902268600
0.0373125800, -0.0498939900, -1.075144000, -0.2040537000, -0.3655818000, -0.1030697000, -0.902268600
0.0373125800, -0.0498939900, -1.075144000, -0.2040537000, -0.3655818000, -0.1030697000, -0.902268600
0.0373125800, -0.0498939900, -1.075144000, -0.2040537000, -0.3655818000, -0.1030697000, -0.902268600
0.0373038200, -0.0499741500, -1.075587000, -0.2037136000, -0.3665657000, -0.1025278000, -0.902008100
0.0373038200, -0.0499741500, -1.075587000, -0.2037136000, -0.3665657000, -0.1025278000, -0.902008100
0.0373038200, -0.0499741500, -1.075587000, -0.2037136000, -0.3665657000, -0.1025278000, -0.902008100
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0372155300, -0.0500777900, -1.076033000, -0.2018958000, -0.3675527000, -0.1020749000, -0.902066500
0.0371114600, -0.0501971200, -1.076517000, -0.1999776000, -0.3681598000, -0.1016614000, -0.902292800
0.0371114600, -0.0501971200, -1.076517000, -0.1999776000, -0.3681598000, -0.1016614000, -0.902292800
0.0371114600, -0.0501971200, -1.076517000, -0.1999776000, -0.3681598000, -0.1016614000, -0.902292800
0.0371114600, -0.0501971200, -1.076517000, -0.1999776000, -0.3681598000, -0.1016614000, -0.902292800
0.0371114600, -0.0501971200, -1.076517000, -0.1999776000, -0.3681598000, -0.1016614000, -0.902292800
0.0371114600, -0.0501971200, -1.076517000, -0.1999776000, -0.3681598000, -0.1016614000, -0.902292800
0.0370451200, -0.0502746700, -1.077005000, -0.1988863000, -0.3686074000, -0.1011151000, -0.902412700
0.0370451200, -0.0502746700, -1.077005000, -0.1988863000, -0.3686074000, -0.1011151000, -0.902412700
0.0370451200, -0.0502746700, -1.077005000, -0.1988863000, -0.3686074000, -0.1011151000, -0.902412700
0.0370451200, -0.0502746700, -1.077005000, -0.1988863000, -0.3686074000, -0.1011151000, -0.902412700
0.0370451200, -0.0502746700, -1.077005000, -0.1988863000, -0.3686074000, -0.1011151000, -0.902412700
0.0370451200, -0.0502746700, -1.077005000, -0.1988863000, -0.3686074000, -0.1011151000, -0.902412700
0.0369817100, -0.0504008000, -1.077580000, -0.1970286000, -0.3691025000, -0.1003404000, -0.902704200
0.0369817100, -0.0504008000, -1.077580000, -0.1970286000, -0.3691025000, -0.1003404000, -0.902704200
0.0369817100, -0.0504008000, -1.077580000, -0.1970286000, -0.3691025000, -0.1003404000, -0.902704200
0.0369817100, -0.0504008000, -1.077580000, -0.1970286000, -0.3691025000, -0.1003404000, -0.902704200
0.0369817100, -0.0504008000, -1.077580000, -0.1970286000, -0.3691025000, -0.1003404000, -0.902704200
0.0369817100, -0.0504008000, -1.077580000, -0.1970286000, -0.3691025000, -0.1003404000, -0.902704200
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369848100, -0.0505073800, -1.078150000, -0.1954852000, -0.3694305000, -0.0997939400, -0.902966100
0.0369516100, -0.0506342800, -1.078781000, -0.1936070000, -0.3696864000, -0.0992633500, -0.903324500
0.0369516100, -0.0506342800, -1.078781000, -0.1936070000, -0.3696864000, -0.0992633500, -0.903324500
0.0369516100, -0.0506342800, -1.078781000, -0.1936070000, -0.3696864000, -0.0992633500, -0.903324500
0.0369516100, -0.0506342800, -1.078781000, -0.1936070000, -0.3696864000, -0.0992633500, -0.903324500
0.0369516100, -0.0506342800, -1.078781000, -0.1936070000, -0.3696864000, -0.0992633500, -0.903324500
0.0369516100, -0.0506342800, -1.078781000, -0.1936070000, -0.3696864000, -0.0992633500, -0.903324500
0.0368878400, -0.0507852000, -1.079432000, -0.1920416000, -0.3697234000, -0.0988622700, -0.903687400
0.0368878400, -0.0507852000, -1.079432000, -0.1920416000, -0.3697234000, -0.0988622700, -0.903687400
0.0368878400, -0.0507852000, -1.079432000, -0.1920416000, -0.3697234000, -0.0988622700, -0.903687400
0.0368085900, -0.0508760000, -1.080032000, -0.1906270000, -0.3696201000, -0.0985765800, -0.904060300
0.0368085900, -0.0508760000, -1.080032000, -0.1906270000, -0.3696201000, -0.0985765800, -0.904060300
0.0368085900, -0.0508760000, -1.080032000, -0.1906270000, -0.3696201000, -0.0985765800, -0.904060300
0.0368085900, -0.0508760000, -1.080032000, -0.1906270000, -0.3696201000, -0.0985765800, -0.904060300
0.0368085900, -0.0508760000, -1.080032000, -0.1906270000, -0.3696201000, -0.0985765800, -0.904060300
0.0368085900, -0.0508760000, -1.080032000, -0.1906270000, -0.3696201000, -0.0985765800, -0.904060300
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0366936900, -0.0509712100, -1.080667000, -0.1879737000, -0.3693886000, -0.0979849500, -0.904774500
0.0365829400, -0.0510674100, -1.081271000, -0.1861353000, -0.3693889000, -0.0975052300, -0.905206200
0.0365829400, -0.0510674100, -1.081271000, -0.1861353000, -0.3693889000, -0.0975052300, -0.905206200
0.0365829400, -0.0510674100, -1.081271000, -0.1861353000, -0.3693889000, -0.0975052300, -0.905206200
0.0365829400, -0.0510674100, -1.081271000, -0.1861353000, -0.3693889000, -0.0975052300, -0.905206200
0.0365829400, -0.0510674100, -1.081271000, -0.1861353000, -0.3693889000, -0.0975052300, -0.905206200
0.0365829400, -0.0510674100, -1.081271000, -0.1861353000, -0.3693889000, -0.0975052300, -0.905206200
0.0365292200, -0.0512490100, -1.081901000, -0.1844510000, -0.3697695000, -0.0969420300, -0.905456000
0.0365292200, -0.0512490100, -1.081901000, -0.1844510000, -0.3697695000, -0.0969420300, -0.905456000
0.0365292200, -0.0512490100, -1.081901000, -0.1844510000, -0.3697695000, -0.0969420300, -0.905456000
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0366416400, -0.0514396200, -1.082399000, -0.1827715000, -0.3711253000, -0.0969754300, -0.905238300
0.0367340900, -0.0516173100, -1.083063000, -0.1800268000, -0.3719224000, -0.0964794800, -0.905514200
0.0367340900, -0.0516173100, -1.083063000, -0.1800268000, -0.3719224000, -0.0964794800, -0.905514200
0.0367340900, -0.0516173100, -1.083063000, -0.1800268000, -0.3719224000, -0.0964794800, -0.905514200
0.0367340900, -0.0516173100, -1.083063000, -0.1800268000, -0.3719224000, -0.0964794800, -0.905514200
0.0367340900, -0.0516173100, -1.083063000, -0.1800268000, -0.3719224000, -0.0964794800, -0.905514200
0.0367340900, -0.0516173100, -1.083063000, -0.1800268000, -0.3719224000, -0.0964794800, -0.905514200
0.0369238200, -0.0519812100, -1.083489000, -0.1806318000, -0.3738370000, -0.0965945500, -0.904592500
0.0369238200, -0.0519812100, -1.083489000, -0.1806318000, -0.3738370000, -0.0965945500, -0.904592500
0.0369238200, -0.0519812100, -1.083489000, -0.1806318000, -0.3738370000, -0.0965945500, -0.904592500
0.0369238200, -0.0519812100, -1.083489000, -0.1806318000, -0.3738370000, -0.0965945500, -0.904592500
0.0369238200, -0.0519812100, -1.083489000, -0.1806318000, -0.3738370000, -0.0965945500, -0.904592500
0.0369238200, -0.0519812100, -1.083489000, -0.1806318000, -0.3738370000, -0.0965945500, -0.904592500
0.0366379400, -0.0518265800, -1.084637000, -0.1770768000, -0.3695473000, -0.0931517700, -0.907414700
0.0366379400, -0.0518265800, -1.084637000, -0.1770768000, -0.3695473000, -0.0931517700, -0.907414700
0.0366379400, -0.0518265800, -1.084637000, -0.1770768000, -0.3695473000, -0.0931517700, -0.907414700
0.0366379400, -0.0518265800, -1.084637000, -0.1770768000, -0.3695473000, -0.0931517700, -0.907414700
0.0366379400, -0.0518265800, -1.084637000, -0.1770768000, -0.3695473000, -0.0931517700, -0.907414700
0.0366379400, -0.0518265800, -1.084637000, -0.1770768000, -0.3695473000, -0.0931517700, -0.907414700
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0366389100, -0.0523753100, -1.084918000, -0.1772011000, -0.3735884000, -0.0956203700, -0.905476800
0.0365484900, -0.0521569800, -1.086129000, -0.1736984000, -0.3707789000, -0.0913886800, -0.907744500
0.0365484900, -0.0521569800, -1.086129000, -0.1736984000, -0.3707789000, -0.0913886800, -0.907744500
0.0365484900, -0.0521569800, -1.086129000, -0.1736984000, -0.3707789000, -0.0913886800, -0.907744500
0.0365484900, -0.0521569800, -1.086129000, -0.1736984000, -0.3707789000, -0.0913886800, -0.907744500
0.0365484900, -0.0521569800, -1.086129000, -0.1736984000, -0.3707789000, -0.0913886800, -0.907744500
0.0365484900, -0.0521569800, -1.086129000, -0.1736984000, -0.3707789000, -0.0913886800, -0.907744500
0.0365582100, -0.0523051000, -1.086898000, -0.1718101000, -0.3720145000, -0.0902242600, -0.907714800
0.0365582100, -0.0523051000, -1.086898000, -0.1718101000, -0.3720145000, -0.0902242600, -0.907714800
0.0365582100, -0.0523051000, -1.086898000, -0.1718101000, -0.3720145000, -0.0902242600, -0.907714800
0.0365582100, -0.0523051000, -1.086898000, -0.1718101000, -0.3720145000, -0.0902242600, -0.907714800
0.0365582100, -0.0523051000, -1.086898000, -0.1718101000, -0.3720145000, -0.0902242600, -0.907714800
0.0365582100, -0.0523051000, -1.086898000, -0.1718101000, -0.3720145000, -0.0902242600, -0.907714800
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0365681800, -0.0530008800, -1.087365000, -0.1706443000, -0.3765661000, -0.0927493200, -0.905801400
0.0366532200, -0.0531296700, -1.088168000, -0.1677573000, -0.3782745000, -0.0907426700, -0.905832100
0.0366532200, -0.0531296700, -1.088168000, -0.1677573000, -0.3782745000, -0.0907426700, -0.905832100
0.0366532200, -0.0531296700, -1.088168000, -0.1677573000, -0.3782745000, -0.0907426700, -0.905832100
