X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
-761.17937	55.84233	158.27681	0.95791	16.18608	31.62902	0.15995	0.81771	0.52831	-0.22855	-0.50363	0.84890	0.16040	0.27876	-0.01606	0.96023	
-761.19156	55.82735	158.28140	0.96491	16.20706	31.62433	0.12929	0.81766	0.52828	-0.22880	-0.50351	0.84892	0.16067	0.27911	-0.01617	0.96012	
-761.20472	55.84870	158.26960	0.96281	16.17385	31.64705	0.13865	0.81760	0.52860	-0.22828	-0.50392	0.84872	0.16044	0.27855	-0.01614	0.96029	
-761.18997	55.83097	158.26542	0.96129	16.15721	31.62479	0.14507	0.81787	0.52826	-0.22812	-0.50364	0.84893	0.16018	0.27827	-0.01611	0.96037	
-761.18940	55.84835	158.25850	0.95135	16.16619	31.63146	0.14948	0.81777	0.52832	-0.22832	-0.50372	0.84890	0.16014	0.27842	-0.01595	0.96033	
-761.19328	55.83482	158.25057	0.95043	16.18019	31.62953	0.15118	0.81773	0.52829	-0.22853	-0.50365	0.84892	0.16024	0.27866	-0.01593	0.96026	
-761.18403	55.84317	158.23691	0.94931	16.19896	31.61976	0.15799	0.81774	0.52814	-0.22884	-0.50347	0.84901	0.16035	0.27897	-0.01591	0.96017	
-761.19263	55.82961	158.26671	0.95563	16.18559	31.64363	0.14424	0.81758	0.52852	-0.22852	-0.50384	0.84877	0.16042	0.27875	-0.01602	0.96023	
-761.19558	55.83815	158.26053	0.95584	16.16954	31.63379	0.13602	0.81774	0.52837	-0.22832	-0.50374	0.84886	0.16024	0.27848	-0.01602	0.96031	
-761.20773	55.82846	158.23629	0.94558	16.19037	31.63530	0.14206	0.81764	0.52836	-0.22871	-0.50371	0.84887	0.16028	0.27883	-0.01585	0.96021	
-761.20283	55.84127	158.26541	0.94916	16.21985	31.63813	0.15917	0.81749	0.52842	-0.22909	-0.50367	0.84883	0.16060	0.27932	-0.01591	0.96007	
-761.19021	55.84178	158.25773	0.96508	16.19129	31.62055	0.14363	0.81776	0.52822	-0.22858	-0.50350	0.84896	0.16052	0.27885	-0.01617	0.96020	
-761.19254	55.83429	158.25444	0.95697	16.18137	31.62300	0.13834	0.81778	0.52822	-0.22851	-0.50356	0.84896	0.16032	0.27868	-0.01604	0.96025	
-761.19134	55.84248	158.25357	0.94299	16.16955	31.63909	0.13014	0.81769	0.52840	-0.22842	-0.50382	0.84885	0.16007	0.27848	-0.01581	0.96031	
-761.19612	55.84487	158.24959	0.94652	16.15182	31.63608	0.12935	0.81779	0.52836	-0.22815	-0.50382	0.84887	0.15996	0.27818	-0.01587	0.96040	
-761.19417	55.83057	158.25704	0.95173	16.14470	31.63508	0.12117	0.81783	0.52837	-0.22800	-0.50382	0.84887	0.15997	0.27806	-0.01596	0.96043	
-761.18592	55.85109	158.26041	0.95612	16.18233	31.62536	0.14317	0.81776	0.52825	-0.22852	-0.50359	0.84894	0.16033	0.27869	-0.01603	0.96025	
-761.19726	55.84335	158.24208	0.94494	16.19547	31.63858	0.13809	0.81759	0.52840	-0.22878	-0.50374	0.84885	0.16033	0.27892	-0.01584	0.96019	
-761.19617	55.83532	158.25528	0.97351	16.21341	31.62259	0.14422	0.81765	0.52829	-0.22882	-0.50347	0.84891	0.16085	0.27922	-0.01631	0.96009	
-761.18043	55.84309	158.23823	0.94640	16.15724	31.63339	0.11947	0.81779	0.52832	-0.22823	-0.50377	0.84889	0.15999	0.27827	-0.01586	0.96037	
-761.19214	55.83419	158.25562	0.97249	16.19138	31.63260	0.14425	0.81766	0.52842	-0.22848	-0.50367	0.84882	0.16068	0.27885	-0.01630	0.96020	
-761.18075	55.84280	158.23727	0.94673	16.14010	31.64178	0.13631	0.81779	0.52845	-0.22796	-0.50393	0.84882	0.15988	0.27799	-0.01587	0.96045	
-761.17823	55.85233	158.24501	0.94943	16.16792	31.62627	0.13953	0.81781	0.52823	-0.22838	-0.50364	0.84895	0.16010	0.27845	-0.01591	0.96032	
-761.19881	55.85739	158.26325	0.95282	16.15020	31.63469	0.13617	0.81781	0.52837	-0.22807	-0.50380	0.84887	0.16003	0.27816	-0.01597	0.96040	
-761.18664	55.84041	158.24032	0.93033	16.14770	31.64442	0.12761	0.81773	0.52842	-0.22821	-0.50395	0.84884	0.15971	0.27811	-0.01560	0.96042	
-761.20327	55.85125	158.25829	0.96798	16.19201	31.62638	0.15002	0.81771	0.52831	-0.22855	-0.50358	0.84889	0.16059	0.27886	-0.01622	0.96020	
-761.19990	55.82267	158.25751	0.95111	16.16942	31.63511	0.11393	0.81773	0.52837	-0.22836	-0.50376	0.84886	0.16018	0.27848	-0.01594	0.96031	
-761.20246	55.83213	158.24699	0.95324	16.16674	31.63113	0.11859	0.81777	0.52832	-0.22831	-0.50371	0.84890	0.16017	0.27843	-0.01598	0.96032	
-761.20039	55.84151	158.24472	0.94970	16.15497	31.63030	0.13365	0.81783	0.52829	-0.22818	-0.50373	0.84891	0.16001	0.27824	-0.01592	0.96038	
-761.19884	55.84463	158.22741	0.95694	16.14388	31.62796	0.13885	0.81789	0.52828	-0.22796	-0.50372	0.84892	0.16001	0.27805	-0.01604	0.96043	
-761.17933	55.83413	158.25879	0.96099	16.20539	31.63272	0.14000	0.81760	0.52838	-0.22879	-0.50363	0.84885	0.16063	0.27908	-0.01611	0.96013	
-761.19772	55.85858	158.24119	0.95763	16.15946	31.63440	0.14965	0.81777	0.52838	-0.22816	-0.50377	0.84885	0.16018	0.27831	-0.01605	0.96036	
-761.19886	55.84662	158.25468	0.95235	16.14608	31.63870	0.12521	0.81779	0.52842	-0.22800	-0.50387	0.84883	0.16000	0.27809	-0.01597	0.96042	
-761.19103	55.85203	158.25876	0.96304	16.19646	31.63109	0.14007	0.81765	0.52837	-0.22865	-0.50363	0.84886	0.16058	0.27893	-0.01614	0.96018	
-761.19482	55.83228	158.25435	0.95348	16.18619	31.63727	0.13686	0.81764	0.52842	-0.22857	-0.50375	0.84883	0.16037	0.27876	-0.01598	0.96023	
-761.18957	55.84099	158.24656	0.94783	16.13545	31.63747	0.14464	0.81785	0.52838	-0.22790	-0.50388	0.84886	0.15984	0.27791	-0.01589	0.96048	
-761.18699	55.83788	158.24717	0.93984	16.12183	31.63547	0.12219	0.81792	0.52832	-0.22778	-0.50389	0.84890	0.15959	0.27768	-0.01576	0.96054	
-761.19655	55.81867	158.26828	0.95449	16.20615	31.63274	0.14293	0.81759	0.52836	-0.22886	-0.50363	0.84887	0.16054	0.27909	-0.01600	0.96013	
-761.19626	55.84761	158.24481	0.96196	16.18286	31.62645	0.14155	0.81775	0.52829	-0.22848	-0.50360	0.84891	0.16042	0.27870	-0.01612	0.96024	
-761.17852	55.83886	158.25484	0.96513	16.19517	31.62071	0.15116	0.81775	0.52822	-0.22864	-0.50349	0.84895	0.16055	0.27891	-0.01618	0.96018	
-761.18679	55.83257	158.22928	0.94907	16.16879	31.62874	0.12717	0.81778	0.52827	-0.22839	-0.50367	0.84893	0.16012	0.27847	-0.01591	0.96031	
-761.19752	55.84579	158.26052	0.95764	16.19238	31.63223	0.14433	0.81766	0.52836	-0.22863	-0.50366	0.84887	0.16046	0.27886	-0.01605	0.96020	
-761.18789	55.82398	158.25159	0.95876	16.13941	31.64197	0.14588	0.81779	0.52850	-0.22784	-0.50393	0.84878	0.16005	0.27798	-0.01607	0.96045	
-761.19751	55.84744	158.25782	0.96182	16.19711	31.62909	0.14290	0.81766	0.52833	-0.22867	-0.50360	0.84889	0.16055	0.27894	-0.01612	0.96017	
-761.19895	55.84021	158.25880	0.97231	16.21353	31.62777	0.14739	0.81761	0.52836	-0.22881	-0.50354	0.84887	0.16085	0.27922	-0.01629	0.96009	
-761.18757	55.83912	158.23529	0.93633	16.13319	31.64296	0.12700	0.81781	0.52842	-0.22796	-0.50396	0.84884	0.15967	0.27787	-0.01570	0.96049	
-761.18741	55.83390	158.24062	0.95230	16.18364	31.63171	0.12971	0.81770	0.52833	-0.22856	-0.50367	0.84889	0.16031	0.27872	-0.01596	0.96024	
-761.18106	55.84266	158.24176	0.96191	16.14071	31.63522	0.12227	0.81784	0.52841	-0.22785	-0.50383	0.84884	0.16008	0.27800	-0.01613	0.96045	
-761.17220	55.84250	158.25349	0.95988	16.17257	31.62627	0.14287	0.81779	0.52828	-0.22835	-0.50363	0.84892	0.16030	0.27853	-0.01609	0.96029	
-761.18325	55.84250	158.25256	0.95317	16.19996	31.63122	0.13446	0.81763	0.52833	-0.22879	-0.50363	0.84889	0.16046	0.27899	-0.01597	0.96016	
-761.18530	55.83157	158.22601	0.95820	16.16323	31.63320	0.13197	0.81777	0.52837	-0.22821	-0.50375	0.84886	0.16022	0.27837	-0.01606	0.96034	
-761.18914	55.82329	158.27884	0.96824	16.20831	31.63005	0.13426	0.81761	0.52837	-0.22877	-0.50359	0.84886	0.16075	0.27913	-0.01623	0.96012	
-761.18112	55.84210	158.26342	0.96884	16.19649	31.61996	0.12759	0.81775	0.52822	-0.22862	-0.50347	0.84895	0.16062	0.27893	-0.01624	0.96017	
-761.18702	55.83495	158.26290	0.96941	16.20178	31.63258	0.14716	0.81761	0.52841	-0.22866	-0.50364	0.84883	0.16072	0.27902	-0.01625	0.96015	
-761.19053	55.83852	158.23738	0.94854	16.16173	31.63596	0.13292	0.81775	0.52837	-0.22827	-0.50379	0.84886	0.16007	0.27835	-0.01590	0.96035	
-761.18611	55.82549	158.22959	0.93011	16.08832	31.63371	0.11010	0.81807	0.52825	-0.22740	-0.50395	0.84895	0.15915	0.27712	-0.01560	0.96071	
-761.18996	55.84624	158.25673	0.94318	16.17167	31.63833	0.13578	0.81769	0.52839	-0.22846	-0.50380	0.84886	0.16009	0.27852	-0.01581	0.96030	
-761.18177	55.82469	158.22680	0.94207	16.12979	31.63670	0.13534	0.81788	0.52835	-0.22787	-0.50388	0.84888	0.15970	0.27781	-0.01579	0.96051	
-761.19857	55.83523	158.25225	0.96952	16.20750	31.62640	0.13361	0.81764	0.52832	-0.22876	-0.50354	0.84889	0.16075	0.27912	-0.01625	0.96012	
-761.18816	55.83979	158.20964	0.94128	16.12849	31.64433	0.13963	0.81781	0.52846	-0.22784	-0.50400	0.84881	0.15971	0.27779	-0.01578	0.96051	
-761.18288	55.83932	158.24166	0.95630	16.18864	31.63530	0.14123	0.81764	0.52840	-0.22859	-0.50371	0.84884	0.16042	0.27880	-0.01603	0.96022	
-761.17784	55.82739	158.23996	0.95553	16.15897	31.63177	0.14311	0.81780	0.52834	-0.22818	-0.50374	0.84888	0.16014	0.27830	-0.01602	0.96036	
-761.18315	55.83515	158.22646	0.95599	16.10797	31.62491	0.10840	0.81807	0.52822	-0.22747	-0.50377	0.84895	0.15967	0.27745	-0.01603	0.96061	
-761.18029	55.85224	158.25905	0.96927	16.21206	31.62923	0.14116	0.81760	0.52837	-0.22882	-0.50357	0.84886	0.16080	0.27919	-0.01624	0.96010	
-761.19277	55.84539	158.25270	0.94514	16.16983	31.62855	0.12699	0.81778	0.52825	-0.22844	-0.50366	0.84894	0.16007	0.27849	-0.01584	0.96031	
-761.19702	55.85632	158.25469	0.96022	16.15299	31.63005	0.13946	0.81784	0.52833	-0.22805	-0.50373	0.84889	0.16015	0.27820	-0.01610	0.96039	
-761.18775	55.83257	158.23441	0.95040	16.18587	31.63387	0.14944	0.81767	0.52835	-0.22860	-0.50370	0.84887	0.16031	0.27875	-0.01593	0.96023	
-761.19252	55.83229	158.21131	0.94498	16.13831	31.63243	0.12329	0.81788	0.52830	-0.22798	-0.50380	0.84891	0.15980	0.27796	-0.01584	0.96046	
-761.20626	55.84202	158.23685	0.95524	16.18279	31.63007	0.13128	0.81772	0.52832	-0.22853	-0.50365	0.84890	0.16034	0.27870	-0.01601	0.96024	
-761.19351	55.83551	158.26895	0.97198	16.21504	31.62761	0.15360	0.81760	0.52835	-0.22884	-0.50354	0.84887	0.16086	0.27924	-0.01629	0.96008	
-761.19554	55.86085	158.24583	0.95324	16.19509	31.63045	0.14394	0.81766	0.52832	-0.22872	-0.50363	0.84890	0.16042	0.27891	-0.01598	0.96018	
-761.19300	55.85566	158.24248	0.94245	16.15449	31.63526	0.12292	0.81779	0.52834	-0.22823	-0.50380	0.84889	0.15992	0.27823	-0.01580	0.96039	
-761.18345	55.86106	158.27891	0.95465	16.17834	31.63217	0.14530	0.81772	0.52834	-0.22846	-0.50369	0.84888	0.16030	0.27863	-0.01600	0.96027	
-761.19602	55.84131	158.25201	0.95509	16.18196	31.63673	0.13067	0.81766	0.52841	-0.22850	-0.50375	0.84884	0.16035	0.27869	-0.01601	0.96025	
-761.20312	55.86116	158.25827	0.95161	16.22201	31.62043	0.14489	0.81764	0.52817	-0.22915	-0.50342	0.84899	0.16059	0.27936	-0.01595	0.96005	
-761.20375	55.84728	158.24255	0.95701	16.20293	31.63184	0.14782	0.81762	0.52835	-0.22879	-0.50363	0.84887	0.16055	0.27904	-0.01604	0.96015	
-761.18759	55.84543	158.26051	0.96176	16.19135	31.63079	0.13956	0.81767	0.52835	-0.22859	-0.50364	0.84887	0.16051	0.27885	-0.01612	0.96020	
-761.18855	55.84128	158.24818	0.92993	16.16050	31.63346	0.12310	0.81778	0.52826	-0.22843	-0.50376	0.84894	0.15978	0.27833	-0.01559	0.96036	
-761.17560	55.86664	158.26095	0.94437	16.15201	31.63095	0.13859	0.81783	0.52828	-0.22818	-0.50374	0.84892	0.15991	0.27819	-0.01583	0.96040	
-761.18372	55.87537	158.25850	0.95212	16.16786	31.63382	0.13636	0.81774	0.52836	-0.22833	-0.50375	0.84887	0.16017	0.27845	-0.01596	0.96032	
-761.18561	55.84117	158.25485	0.96936	16.20419	31.63111	0.13783	0.81762	0.52839	-0.22870	-0.50361	0.84884	0.16074	0.27906	-0.01625	0.96014	
-761.19447	55.84848	158.24125	0.93891	16.17526	31.63387	0.15022	0.81771	0.52831	-0.22856	-0.50373	0.84891	0.16004	0.27858	-0.01574	0.96029	
-761.18630	55.83553	158.22880	0.95583	16.18331	31.63184	0.12680	0.81770	0.52834	-0.22852	-0.50368	0.84888	0.16036	0.27871	-0.01602	0.96024	
-761.19543	55.83750	158.21268	0.95786	16.22985	31.63258	0.13905	0.81750	0.52837	-0.22917	-0.50357	0.84886	0.16080	0.27949	-0.01605	0.96001	
-761.18370	55.84388	158.25195	0.95889	16.17068	31.62638	0.11712	0.81780	0.52827	-0.22833	-0.50363	0.84892	0.16027	0.27850	-0.01607	0.96030	
-761.17171	55.86113	158.24652	0.95231	16.17271	31.61947	0.12940	0.81785	0.52814	-0.22844	-0.50353	0.84900	0.16016	0.27853	-0.01596	0.96029	
-761.17434	55.86962	158.28943	0.96974	16.17375	31.62350	0.13902	0.81781	0.52827	-0.22828	-0.50358	0.84892	0.16044	0.27855	-0.01625	0.96028	
-761.19006	55.85631	158.25733	0.94957	16.15523	31.63431	0.13542	0.81779	0.52835	-0.22817	-0.50378	0.84888	0.16003	0.27824	-0.01592	0.96038	
-761.18334	55.86354	158.24181	0.95815	16.15538	31.62284	0.13931	0.81789	0.52821	-0.22813	-0.50362	0.84896	0.16011	0.27824	-0.01606	0.96038	
-761.20883	55.85337	158.23830	0.93924	16.16272	31.64301	0.14130	0.81768	0.52844	-0.22835	-0.50389	0.84883	0.15997	0.27837	-0.01574	0.96035	
-761.19690	55.83583	158.21169	0.94731	16.16122	31.62135	0.12432	0.81788	0.52815	-0.22832	-0.50358	0.84900	0.15999	0.27834	-0.01588	0.96035	
-761.18370	55.82511	158.23996	0.95316	16.17482	31.63937	0.13072	0.81767	0.52844	-0.22841	-0.50381	0.84882	0.16027	0.27857	-0.01598	0.96028	
-761.16963	55.85508	158.23813	0.94133	16.14680	31.63486	0.13681	0.81782	0.52832	-0.22813	-0.50381	0.84890	0.15983	0.27810	-0.01578	0.96042	
-761.18776	55.86962	158.24830	0.95417	16.20080	31.62157	0.15989	0.81772	0.52819	-0.22882	-0.50349	0.84898	0.16044	0.27900	-0.01599	0.96016	
-761.18279	55.85012	158.26556	0.94503	16.12745	31.62658	0.13363	0.81797	0.52821	-0.22784	-0.50374	0.84897	0.15968	0.27777	-0.01584	0.96052	
-761.20257	55.85562	158.26437	0.96217	16.17319	31.63033	0.13838	0.81775	0.52835	-0.22832	-0.50368	0.84888	0.16035	0.27854	-0.01613	0.96029	
-761.19728	55.85681	158.27983	0.96639	16.19285	31.62938	0.14611	0.81768	0.52835	-0.22857	-0.50362	0.84887	0.16059	0.27887	-0.01620	0.96019	
-761.19255	55.85502	158.25360	0.96095	16.19323	31.62784	0.14470	0.81769	0.52831	-0.22863	-0.50360	0.84890	0.16050	0.27888	-0.01611	0.96019	
-761.18943	55.85408	158.22726	0.95125	16.13535	31.63164	0.12545	0.81790	0.52831	-0.22788	-0.50380	0.84890	0.15987	0.27791	-0.01595	0.96048	
-761.19978	55.85409	158.26069	0.96934	16.21999	31.62688	0.13947	0.81759	0.52833	-0.22894	-0.50351	0.84888	0.16086	0.27933	-0.01624	0.96006	
-761.19717	55.84372	158.26109	0.95881	16.16896	31.64370	0.14871	0.81765	0.52853	-0.22826	-0.50388	0.84876	0.16032	0.27847	-0.01607	0.96031	
-761.19745	55.83367	158.27696	0.97958	16.22320	31.63079	0.15073	0.81754	0.52843	-0.22888	-0.50356	0.84882	0.16105	0.27938	-0.01642	0.96004	
-761.20203	55.86403	158.23281	0.94325	16.16786	31.63242	0.13928	0.81776	0.52830	-0.22842	-0.50373	0.84891	0.16004	0.27845	-0.01581	0.96032	
-761.20673	55.75622	158.49336	0.76386	15.65976	31.59999	0.31381	0.82011	0.52700	-0.22290	-0.50454	0.84977	0.15278	0.26992	-0.01284	0.96280	
-761.17988	55.85761	158.26498	0.95305	16.17934	31.63019	0.13247	0.81773	0.52831	-0.22850	-0.50366	0.84890	0.16027	0.27864	-0.01597	0.96026	
-761.19813	55.85021	158.26509	0.96630	16.20176	31.62565	0.14950	0.81768	0.52830	-0.22871	-0.50354	0.84890	0.16065	0.27902	-0.01619	0.96015	
-761.19301	55.84495	158.24189	0.94161	16.14434	31.62977	0.13213	0.81788	0.52825	-0.22810	-0.50375	0.84894	0.15979	0.27806	-0.01579	0.96043	
-761.20559	55.86690	158.25855	0.96263	16.18740	31.62928	0.14932	0.81770	0.52833	-0.22853	-0.50363	0.84888	0.16048	0.27878	-0.01613	0.96022	
-761.19880	55.84902	158.25616	0.96657	16.15448	31.63165	0.14696	0.81782	0.52838	-0.22801	-0.50375	0.84885	0.16026	0.27823	-0.01620	0.96038	
-761.19407	55.85135	158.26372	0.96163	16.19846	31.63225	0.14275	0.81763	0.52838	-0.22868	-0.50364	0.84886	0.16058	0.27897	-0.01612	0.96017	
-761.18264	55.83627	158.25729	0.95556	16.15824	31.62545	0.14671	0.81786	0.52824	-0.22819	-0.50365	0.84894	0.16011	0.27829	-0.01602	0.96036	
-761.18083	55.85992	158.23236	0.94893	16.12731	31.62911	0.12971	0.81795	0.52826	-0.22779	-0.50378	0.84893	0.15975	0.27777	-0.01591	0.96052	
-761.19270	55.85865	158.24939	0.95108	16.16798	31.63143	0.13166	0.81776	0.52832	-0.22835	-0.50371	0.84890	0.16015	0.27845	-0.01594	0.96032	
-761.18993	55.84225	158.23269	0.94876	16.17184	31.62993	0.13416	0.81776	0.52829	-0.22843	-0.50368	0.84892	0.16014	0.27852	-0.01590	0.96030	
-761.18379	55.85435	158.25112	0.95086	16.14597	31.61632	0.15174	0.81799	0.52809	-0.22808	-0.50355	0.84904	0.15989	0.27809	-0.01594	0.96042	
-761.19439	55.84589	158.26289	0.95959	16.19661	31.63245	0.14276	0.81764	0.52837	-0.22868	-0.50365	0.84886	0.16053	0.27893	-0.01608	0.96018	
-761.19084	55.84078	158.27958	0.97798	16.19238	31.63060	0.13156	0.81767	0.52842	-0.22845	-0.50364	0.84883	0.16076	0.27886	-0.01639	0.96019	
-761.20483	55.83167	158.25540	0.95349	16.17200	31.63309	0.13719	0.81773	0.52835	-0.22838	-0.50372	0.84888	0.16023	0.27852	-0.01598	0.96030	
-761.20034	55.84205	158.25029	0.96233	16.15144	31.63365	0.13050	0.81781	0.52839	-0.22800	-0.50378	0.84885	0.16018	0.27818	-0.01613	0.96039	
-761.18593	55.82811	158.23981	0.95386	16.15739	31.63228	0.11900	0.81780	0.52834	-0.22817	-0.50375	0.84888	0.16010	0.27828	-0.01599	0.96037	
-761.18360	55.84380	158.22946	0.94070	16.12786	31.63381	0.13022	0.81791	0.52830	-0.22787	-0.50385	0.84891	0.15965	0.27778	-0.01577	0.96051	
-761.19038	55.83933	158.22372	0.95256	16.14614	31.63208	0.12336	0.81785	0.52833	-0.22802	-0.50378	0.84889	0.15998	0.27809	-0.01597	0.96042	
-761.19425	55.83499	158.22506	0.93647	16.13706	31.63233	0.12601	0.81788	0.52826	-0.22804	-0.50380	0.84893	0.15966	0.27794	-0.01570	0.96047	
-761.18381	55.83303	158.24861	0.95765	16.19895	31.63235	0.14492	0.81763	0.52836	-0.22873	-0.50364	0.84887	0.16052	0.27897	-0.01605	0.96016	
-761.19799	55.84464	158.24684	0.95652	16.18716	31.62920	0.14110	0.81770	0.52831	-0.22858	-0.50363	0.84890	0.16039	0.27878	-0.01603	0.96022	
-761.19472	55.84356	158.25278	0.95477	16.16242	31.64165	0.13984	0.81770	0.52848	-0.22821	-0.50387	0.84879	0.16020	0.27836	-0.01600	0.96034	
-761.19784	55.84860	158.26623	0.96505	16.20851	31.62278	0.12882	0.81767	0.52825	-0.22882	-0.50348	0.84893	0.16068	0.27913	-0.01617	0.96012	
-761.18883	55.83145	158.24112	0.94622	16.15242	31.62963	0.12279	0.81784	0.52827	-0.22818	-0.50372	0.84893	0.15993	0.27819	-0.01586	0.96039	
-761.19508	55.85012	158.22549	0.94819	16.15252	31.63437	0.13059	0.81780	0.52834	-0.22815	-0.50379	0.84888	0.15998	0.27820	-0.01590	0.96039	
-761.18794	55.84140	158.24773	0.95632	16.19180	31.62593	0.13428	0.81771	0.52826	-0.22866	-0.50357	0.84893	0.16041	0.27885	-0.01603	0.96020	
-761.19422	55.85966	158.25763	0.95121	16.17352	31.63196	0.14331	0.81774	0.52833	-0.22843	-0.50370	0.84889	0.16020	0.27855	-0.01594	0.96029	
-761.17749	55.85473	158.24271	0.95252	16.17068	31.63363	0.12741	0.81773	0.52836	-0.22837	-0.50374	0.84887	0.16020	0.27850	-0.01597	0.96030	
-761.18198	55.84721	158.26054	0.96283	16.17792	31.63846	0.13901	0.81766	0.52847	-0.22836	-0.50379	0.84880	0.16044	0.27862	-0.01614	0.96027	
-761.20036	55.84125	158.25486	0.95615	16.16132	31.62530	0.13495	0.81785	0.52824	-0.22822	-0.50364	0.84894	0.16014	0.27834	-0.01603	0.96035	
-761.20068	55.84656	158.23317	0.94658	16.20304	31.61998	0.15178	0.81772	0.52814	-0.22892	-0.50346	0.84901	0.16034	0.27904	-0.01586	0.96015	
-761.19225	55.83253	158.20650	0.94174	16.13719	31.64195	0.12398	0.81780	0.52843	-0.22797	-0.50394	0.84883	0.15978	0.27794	-0.01579	0.96047	
-761.19408	55.83676	158.25068	0.97319	16.22295	31.61581	0.14643	0.81767	0.52819	-0.22897	-0.50335	0.84897	0.16090	0.27938	-0.01631	0.96004	
-761.17594	55.84027	158.29087	0.98263	16.23017	31.61796	0.15548	0.81762	0.52826	-0.22898	-0.50336	0.84892	0.16111	0.27950	-0.01647	0.96001	
-761.18719	55.85016	158.27298	0.96522	16.19511	31.62969	0.14781	0.81767	0.52835	-0.22861	-0.50362	0.84887	0.16059	0.27891	-0.01618	0.96018	
-761.18122	55.84564	158.27979	0.95707	16.18093	31.62883	0.15106	0.81773	0.52830	-0.22849	-0.50364	0.84890	0.16034	0.27867	-0.01604	0.96025	
-761.20312	55.72926	158.53404	0.75906	15.78491	31.59699	0.32421	0.81963	0.52696	-0.22474	-0.50418	0.84979	0.15380	0.27203	-0.01275	0.96221	
-761.18822	55.85156	158.23571	0.94451	16.15803	31.61884	0.13848	0.81792	0.52810	-0.22830	-0.50356	0.84903	0.15991	0.27829	-0.01583	0.96037	
-761.18803	55.84563	158.24771	0.96223	16.18370	31.62353	0.14505	0.81777	0.52825	-0.22849	-0.50356	0.84894	0.16042	0.27872	-0.01613	0.96024	
-761.18427	55.84456	158.23130	0.96551	16.16866	31.62660	0.14251	0.81780	0.52830	-0.22824	-0.50364	0.84890	0.16035	0.27847	-0.01618	0.96031	
-761.18856	55.84496	158.24777	0.96401	16.17006	31.63528	0.15388	0.81772	0.52843	-0.22825	-0.50376	0.84883	0.16037	0.27849	-0.01616	0.96030	
-761.19194	55.84126	158.26497	0.97488	16.17693	31.62140	0.15089	0.81782	0.52826	-0.22829	-0.50354	0.84892	0.16054	0.27860	-0.01634	0.96027	
-761.18354	55.83181	158.23431	0.93926	16.12532	31.64294	0.10709	0.81784	0.52843	-0.22782	-0.50398	0.84883	0.15964	0.27774	-0.01575	0.96053	
-761.16546	55.85146	158.25417	0.94810	16.17175	31.62196	0.14519	0.81783	0.52816	-0.22846	-0.50357	0.84899	0.16010	0.27852	-0.01589	0.96030	
-761.17772	55.84322	158.24877	0.94878	16.14870	31.62689	0.14097	0.81788	0.52824	-0.22811	-0.50369	0.84895	0.15993	0.27813	-0.01591	0.96041	
-761.18909	55.86254	158.25100	0.95054	16.15837	31.63452	0.13542	0.81778	0.52836	-0.22821	-0.50378	0.84887	0.16007	0.27829	-0.01593	0.96036	
-761.20451	55.84936	158.27869	0.95327	16.17797	31.62354	0.13882	0.81779	0.52821	-0.22849	-0.50357	0.84896	0.16024	0.27862	-0.01598	0.96027	
-761.20076	55.84328	158.26886	0.97749	16.21838	31.63043	0.15517	0.81756	0.52842	-0.22883	-0.50357	0.84883	0.16098	0.27930	-0.01638	0.96006	
-761.18279	55.83522	158.26558	0.97917	16.18796	31.62407	0.14040	0.81775	0.52832	-0.22840	-0.50355	0.84888	0.16071	0.27879	-0.01641	0.96021	
-761.18751	55.83103	158.23075	0.96093	16.19182	31.62901	0.13415	0.81769	0.52833	-0.22861	-0.50362	0.84889	0.16049	0.27885	-0.01611	0.96020	
-761.17367	55.85025	158.26254	0.96397	16.18726	31.62680	0.13827	0.81773	0.52830	-0.22852	-0.50360	0.84890	0.16049	0.27878	-0.01616	0.96022	
-761.16417	55.85941	158.26832	0.96281	16.18338	31.62524	0.13932	0.81776	0.52827	-0.22848	-0.50358	0.84892	0.16043	0.27871	-0.01614	0.96024	
-761.18487	55.86711	158.28955	0.97019	16.21885	31.62846	0.14490	0.81758	0.52836	-0.22891	-0.50354	0.84886	0.16087	0.27931	-0.01626	0.96006	
-761.18125	55.88408	158.26582	0.96559	16.22573	31.61490	0.15934	0.81767	0.52814	-0.22909	-0.50333	0.84900	0.16081	0.27942	-0.01618	0.96003	
-761.20107	55.84824	158.24940	0.96486	16.17092	31.63608	0.14837	0.81771	0.52844	-0.22825	-0.50377	0.84882	0.16040	0.27850	-0.01617	0.96030	
-761.19851	55.82034	158.21869	0.91755	16.13807	31.64317	0.11395	0.81778	0.52835	-0.22820	-0.50395	0.84889	0.15944	0.27795	-0.01538	0.96047	
-761.18604	55.82802	158.23086	0.95517	16.15962	31.63525	0.13163	0.81777	0.52839	-0.22818	-0.50379	0.84885	0.16015	0.27831	-0.01601	0.96036	
-761.17796	55.85806	158.22262	0.94413	16.16184	31.62523	0.13848	0.81784	0.52820	-0.22834	-0.50364	0.84898	0.15997	0.27835	-0.01583	0.96035	
-761.18347	55.85592	158.27881	0.97933	16.19133	31.61420	0.14084	0.81782	0.52818	-0.22847	-0.50341	0.84897	0.16070	0.27885	-0.01641	0.96020	
