X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1176.99078	9.80910	1015.59282	-14.11453	-6.41438	163.73149	0.65542	-0.95395	0.24553	-0.17232	-0.27839	-0.93861	0.20374	-0.11172	0.24233	0.96374	
1176.87922	10.90942	1019.14761	-14.22016	-6.78797	163.98430	0.64002	-0.95445	0.23954	-0.17790	-0.27397	-0.93975	0.20450	-0.11820	0.24393	0.96256	
1176.67121	11.98528	1022.58571	-14.21570	-7.07850	164.21265	0.61804	-0.95494	0.23462	-0.18176	-0.26999	-0.94104	0.20381	-0.12323	0.24370	0.96199	
1176.38094	13.12790	1025.94424	-14.25965	-7.58766	164.45746	0.57959	-0.95500	0.22836	-0.18930	-0.26561	-0.94246	0.20302	-0.13204	0.24416	0.96070	
1176.01331	14.22974	1029.14777	-14.23055	-7.79377	164.64026	0.54116	-0.95537	0.22461	-0.19187	-0.26243	-0.94352	0.20223	-0.13561	0.24355	0.96036	
1175.62494	15.35373	1032.30798	-14.18798	-8.14986	164.83768	0.55588	-0.95544	0.22004	-0.19676	-0.25891	-0.94484	0.20062	-0.14176	0.24263	0.95971	
1175.18677	16.45463	1035.31187	-14.10178	-8.41602	164.98921	0.56919	-0.95548	0.21675	-0.20021	-0.25621	-0.94601	0.19857	-0.14636	0.24102	0.95942	
1174.69573	17.57412	1038.23371	-14.00024	-8.68643	165.15514	0.57429	-0.95554	0.21327	-0.20363	-0.25326	-0.94727	0.19631	-0.15103	0.23915	0.95917	
1174.15613	18.67610	1041.02608	-13.84364	-8.89110	165.27934	0.56067	-0.95555	0.21096	-0.20594	-0.25105	-0.94848	0.19329	-0.15456	0.23640	0.95929	
1173.57443	19.75867	1043.72131	-13.71482	-9.05726	165.41481	0.53535	-0.95571	0.20852	-0.20771	-0.24868	-0.94958	0.19094	-0.15742	0.23413	0.95937	
1172.94363	20.81839	1046.29196	-13.49860	-9.26430	165.53058	0.54572	-0.95565	0.20657	-0.20990	-0.24660	-0.95092	0.18690	-0.16099	0.23038	0.95969	
1172.25695	21.88361	1048.79459	-13.33240	-9.37547	165.59822	0.54444	-0.95564	0.20563	-0.21089	-0.24540	-0.95181	0.18393	-0.16290	0.22752	0.96005	
1171.53010	22.96815	1051.26429	-13.01690	-9.64680	165.67216	0.56009	-0.95519	0.20454	-0.21393	-0.24397	-0.95334	0.17783	-0.16757	0.22205	0.96053	
1170.69848	23.98884	1053.61817	-12.71636	-9.76159	165.69762	0.55376	-0.95498	0.20481	-0.21464	-0.24346	-0.95446	0.17244	-0.16955	0.21694	0.96135	
1169.80858	25.05240	1055.92893	-12.45979	-9.91103	165.73863	0.55992	-0.95472	0.20455	-0.21604	-0.24267	-0.95550	0.16770	-0.17212	0.21253	0.96188	
1168.87860	26.00190	1058.11798	-12.11366	-10.02575	165.75076	0.55969	-0.95443	0.20525	-0.21663	-0.24238	-0.95664	0.16150	-0.17409	0.20665	0.96280	
1167.89907	27.01551	1060.18844	-11.83083	-10.10523	165.75729	0.57525	-0.95423	0.20594	-0.21689	-0.24221	-0.95752	0.15647	-0.17546	0.20184	0.96357	
1166.86840	28.03113	1062.12862	-11.47353	-10.13158	165.74142	0.54182	-0.95408	0.20746	-0.21608	-0.24246	-0.95844	0.15033	-0.17591	0.19581	0.96473	
1165.84027	29.03023	1063.99041	-11.15368	-10.18379	165.73679	0.55730	-0.95391	0.20858	-0.21578	-0.24250	-0.95929	0.14474	-0.17681	0.19039	0.96566	
1164.76155	30.03170	1065.77141	-10.84325	-10.24250	165.70416	0.56184	-0.95359	0.21010	-0.21568	-0.24299	-0.95999	0.13917	-0.17781	0.18512	0.96649	
1163.67363	31.04486	1067.53256	-10.56214	-10.17085	165.66235	0.57820	-0.95363	0.21208	-0.21358	-0.24374	-0.96045	0.13460	-0.17658	0.18042	0.96761	
1162.54768	32.06167	1069.24365	-10.32425	-10.26374	165.63362	0.58824	-0.95323	0.21317	-0.21428	-0.24415	-0.96097	0.13012	-0.17818	0.17635	0.96807	
1161.45575	33.05693	1070.87867	-10.00607	-10.16026	165.58009	0.58667	-0.95331	0.21555	-0.21152	-0.24512	-0.96140	0.12502	-0.17640	0.17103	0.96935	
1160.39057	34.00834	1072.38766	-9.72925	-10.08797	165.51003	0.59599	-0.95322	0.21795	-0.20943	-0.24634	-0.96167	0.12042	-0.17516	0.16638	0.97038	
1159.33124	34.98842	1073.82556	-9.47992	-10.07801	165.43961	0.57978	-0.95295	0.22007	-0.20846	-0.24752	-0.96191	0.11602	-0.17499	0.16216	0.97112	
1158.29077	35.97279	1075.12292	-9.23999	-10.03030	165.41632	0.55140	-0.95299	0.22146	-0.20680	-0.24795	-0.96227	0.11211	-0.17417	0.15812	0.97194	
1157.22834	36.91189	1076.33283	-8.95652	-9.86293	165.40616	0.56599	-0.95343	0.22309	-0.20297	-0.24824	-0.96266	0.10803	-0.17129	0.15338	0.97321	
1156.18270	37.86787	1077.52253	-8.68622	-9.71497	165.44577	0.54864	-0.95403	0.22375	-0.19941	-0.24769	-0.96321	0.10426	-0.16875	0.14886	0.97435	
1155.10087	38.76781	1078.69314	-8.44780	-9.57904	165.45374	0.54014	-0.95445	0.22477	-0.19622	-0.24766	-0.96358	0.10086	-0.16641	0.14486	0.97536	
1154.01313	39.61372	1079.78330	-8.16677	-9.38157	165.51265	0.57885	-0.95525	0.22521	-0.19176	-0.24682	-0.96418	0.09717	-0.16301	0.14015	0.97662	
1152.92333	40.45866	1080.83721	-7.92782	-9.22884	165.57550	0.56849	-0.95594	0.22530	-0.18820	-0.24588	-0.96473	0.09401	-0.16038	0.13614	0.97762	
1151.83385	41.25641	1081.75721	-7.68233	-9.09663	165.61078	0.58581	-0.95645	0.22581	-0.18499	-0.24538	-0.96519	0.09055	-0.15810	0.13200	0.97856	
1150.74338	41.99834	1082.57335	-7.45828	-8.92005	165.69522	0.57926	-0.95728	0.22549	-0.18105	-0.24409	-0.96577	0.08779	-0.15506	0.12823	0.97955	
1149.68257	42.67353	1083.24379	-7.27665	-8.87195	165.83946	0.55147	-0.95801	0.22373	-0.17932	-0.24171	-0.96658	0.08539	-0.15423	0.12514	0.98008	
1148.62985	43.19837	1083.90270	-7.23355	-8.82509	166.08516	0.54730	-0.95916	0.21981	-0.17801	-0.23763	-0.96757	0.08562	-0.15342	0.12442	0.98030	
1147.59316	43.50084	1084.56582	-7.30803	-8.72806	166.48552	0.53291	-0.96105	0.21302	-0.17607	-0.23098	-0.96892	0.08851	-0.15174	0.12573	0.98039	
1146.62361	43.69667	1085.26680	-7.38649	-8.52242	166.91194	0.46214	-0.96327	0.20601	-0.17226	-0.22395	-0.97025	0.09194	-0.14820	0.12714	0.98075	
1145.59390	43.05534	1086.17411	-7.14903	-8.89161	167.17183	0.61505	-0.96332	0.20155	-0.17717	-0.21936	-0.97173	0.08729	-0.15457	0.12295	0.98030	
1144.78456	43.77224	1086.45085	-7.90906	-8.29621	167.87358	0.44111	-0.96746	0.18866	-0.16864	-0.20787	-0.97256	0.10451	-0.14429	0.13616	0.98012	
1143.97710	43.86830	1086.91653	-8.26641	-8.03007	168.30841	0.42473	-0.96965	0.18087	-0.16451	-0.20066	-0.97315	0.11278	-0.13969	0.14237	0.97991	
1143.28654	43.97679	1087.24941	-8.58967	-7.76123	168.74762	0.43303	-0.97179	0.17316	-0.16011	-0.19334	-0.97371	0.12043	-0.13505	0.14799	0.97973	
1142.62386	44.17272	1087.47923	-8.90649	-7.37719	169.14206	0.43137	-0.97397	0.16658	-0.15375	-0.18682	-0.97400	0.12815	-0.12840	0.15354	0.97976	
1141.95342	44.30846	1087.54530	-9.22531	-7.13989	169.57410	0.48911	-0.97586	0.15903	-0.14967	-0.17956	-0.97437	0.13547	-0.12429	0.15907	0.97941	
1141.32560	44.47587	1087.55415	-9.46459	-6.68149	169.85649	0.49809	-0.97768	0.15488	-0.14193	-0.17492	-0.97434	0.14166	-0.11635	0.16332	0.97969	
1140.74783	44.65582	1087.60947	-9.61875	-6.09814	170.07095	0.42959	-0.97945	0.15252	-0.13198	-0.17145	-0.97423	0.14653	-0.10623	0.16615	0.98036	
1140.10858	44.61299	1087.58396	-9.69863	-5.68919	170.31650	0.43330	-0.98090	0.14934	-0.12466	-0.16738	-0.97447	0.14963	-0.09913	0.16764	0.98085	
1139.53613	44.51959	1087.56962	-9.72214	-5.26804	170.44669	0.43572	-0.98197	0.14829	-0.11727	-0.16526	-0.97454	0.15151	-0.09182	0.16816	0.98148	
1139.04015	44.29112	1087.55160	-9.61230	-4.94410	170.55176	0.42561	-0.98276	0.14766	-0.11123	-0.16355	-0.97495	0.15077	-0.08618	0.16636	0.98229	
1138.63299	43.92790	1087.51872	-9.41179	-4.67654	170.60074	0.42775	-0.98329	0.14796	-0.10606	-0.16277	-0.97547	0.14820	-0.08153	0.16298	0.98325	
1138.27446	43.48781	1087.47329	-9.08382	-4.47707	170.61198	0.39287	-0.98360	0.14891	-0.10180	-0.16262	-0.97624	0.14319	-0.07806	0.15740	0.98445	
1137.90494	42.90120	1087.39059	-8.68141	-4.39299	170.59256	0.38883	-0.98365	0.15018	-0.09937	-0.16297	-0.97714	0.13653	-0.07660	0.15050	0.98564	
1137.54760	42.26353	1087.43019	-8.24576	-4.34609	170.54987	0.36436	-0.98359	0.15177	-0.09753	-0.16372	-0.97802	0.12916	-0.07578	0.14301	0.98682	
1137.12426	41.51274	1087.50665	-7.81650	-4.55356	170.58676	0.41288	-0.98342	0.15138	-0.09984	-0.16304	-0.97913	0.12131	-0.07939	0.13557	0.98758	
1136.78083	40.77772	1087.75343	-7.26786	-4.39558	170.48616	0.38535	-0.98334	0.15440	-0.09589	-0.16480	-0.97992	0.11220	-0.07664	0.12614	0.98905	
1136.39559	39.99677	1088.07102	-6.71913	-4.44771	170.49136	0.41080	-0.98329	0.15511	-0.09529	-0.16470	-0.98099	0.10267	-0.07755	0.11665	0.99014	
1136.05384	39.37724	1088.49150	-6.23737	-4.59733	170.53743	0.42480	-0.98322	0.15484	-0.09646	-0.16387	-0.98199	0.09407	-0.08015	0.10830	0.99088	
1135.59701	38.69741	1088.79068	-5.78670	-4.70542	170.53967	0.47803	-0.98308	0.15537	-0.09708	-0.16381	-0.98273	0.08604	-0.08203	0.10049	0.99155	
1135.28116	38.43025	1089.19660	-5.40210	-4.53294	170.47652	0.43000	-0.98313	0.15738	-0.09317	-0.16493	-0.98307	0.07983	-0.07903	0.09385	0.99244	
1134.98113	38.28276	1089.56028	-5.15221	-4.49309	170.45663	0.43648	-0.98313	0.15819	-0.09183	-0.16528	-0.98334	0.07562	-0.07834	0.08953	0.99290	
1134.65319	38.21117	1089.89510	-4.99329	-4.51226	170.48708	0.42109	-0.98319	0.15789	-0.09168	-0.16476	-0.98364	0.07289	-0.07867	0.08677	0.99312	
1134.40421	38.34717	1090.29523	-4.91174	-4.35884	170.45016	0.41361	-0.98329	0.15888	-0.08888	-0.16543	-0.98360	0.07187	-0.07600	0.08537	0.99345	
1134.25151	38.58120	1090.78164	-4.87504	-3.95756	170.37639	0.36081	-0.98358	0.16079	-0.08201	-0.16678	-0.98334	0.07229	-0.06902	0.08478	0.99401	
1134.09246	38.73536	1091.28848	-4.92037	-3.74218	170.44337	0.40246	-0.98402	0.15989	-0.07836	-0.16567	-0.98342	0.07378	-0.06527	0.08559	0.99419	
1134.07093	39.02586	1091.94979	-5.06434	-3.29835	170.50453	0.40712	-0.98466	0.15932	-0.07109	-0.16470	-0.98329	0.07761	-0.05754	0.08813	0.99445	
1134.16188	39.42563	1092.61776	-5.18954	-2.73571	170.48969	0.40826	-0.98513	0.16029	-0.06182	-0.16504	-0.98293	0.08135	-0.04773	0.09035	0.99477	
1134.18866	39.80512	1093.32172	-5.39422	-2.30933	170.56189	0.37283	-0.98566	0.15952	-0.05499	-0.16385	-0.98272	0.08616	-0.04029	0.09393	0.99476	
1134.19304	40.21831	1094.11279	-5.72812	-1.99313	170.69514	0.41696	-0.98624	0.15745	-0.05029	-0.16159	-0.98248	0.09290	-0.03478	0.09975	0.99440	
1134.25957	40.78623	1095.06505	-6.09776	-1.50943	170.77888	0.40062	-0.98673	0.15658	-0.04288	-0.16019	-0.98194	0.10066	-0.02634	0.10619	0.99400	
1134.27882	41.38474	1096.09248	-6.39635	-1.15498	170.79100	0.33965	-0.98691	0.15682	-0.03760	-0.16000	-0.98133	0.10676	-0.02016	0.11138	0.99357	
1134.21281	41.91468	1097.25231	-6.84763	-0.98974	170.89729	0.34601	-0.98726	0.15504	-0.03580	-0.15818	-0.98069	0.11501	-0.01727	0.11921	0.99272	
1134.16909	42.48058	1098.49572	-7.24224	-0.78639	170.96603	0.27150	-0.98750	0.15406	-0.03324	-0.15701	-0.97999	0.12236	-0.01372	0.12605	0.99193	
1134.24720	43.09317	1099.76528	-7.54695	-0.43631	170.99591	0.16425	-0.98765	0.15416	-0.02801	-0.15650	-0.97928	0.12854	-0.00761	0.13133	0.99131	
1134.35036	43.68383	1100.99115	-7.96824	-0.12781	171.11121	0.14176	-0.98799	0.15272	-0.02360	-0.15452	-0.97850	0.13662	-0.00223	0.13862	0.99034	
1134.56945	44.38938	1102.20315	-8.49278	0.20353	171.26717	0.14166	-0.98840	0.15068	-0.01895	-0.15183	-0.97749	0.14651	0.00355	0.14768	0.98903	
1134.77425	45.05672	1103.25614	-8.94509	0.31413	171.42943	0.19230	-0.98882	0.14806	-0.01782	-0.14903	-0.97668	0.15456	0.00548	0.15549	0.98782	
1134.93034	45.59622	1104.16904	-9.24176	0.11987	171.59479	0.48058	-0.98926	0.14461	-0.02143	-0.14617	-0.97637	0.15918	0.00209	0.16060	0.98702	
1135.23743	46.35963	1105.33317	-9.77297	0.77462	171.79634	0.23912	-0.98968	0.14289	-0.01103	-0.14268	-0.97508	0.16991	0.01352	0.16973	0.98540	
1135.54269	46.96303	1106.36125	-9.94659	1.01356	171.91068	0.20044	-0.98989	0.14163	-0.00706	-0.14069	-0.97474	0.17346	0.01769	0.17270	0.98482	
1135.74730	47.22288	1107.29192	-9.94387	1.19511	172.05202	0.17893	-0.99018	0.13976	-0.00353	-0.13824	-0.97502	0.17387	0.02086	0.17265	0.98476	
1136.08011	47.77925	1108.47572	-10.10033	1.33904	172.16292	0.21152	-0.99039	0.13830	-0.00112	-0.13632	-0.97475	0.17687	0.02337	0.17532	0.98423	
1136.38462	48.03045	1109.50188	-10.00969	1.49583	172.25003	0.21221	-0.99053	0.13729	0.00203	-0.13480	-0.97517	0.17569	0.02610	0.17376	0.98444	
1136.71710	48.21975	1110.52990	-9.93176	1.17086	172.45697	0.29602	-0.99114	0.13280	-0.00269	-0.13124	-0.97603	0.17362	0.02043	0.17244	0.98481	
1137.02105	48.45128	1111.48565	-9.52476	0.82442	172.53128	0.29509	-0.99141	0.13055	-0.00744	-0.12997	-0.97754	0.16591	0.01439	0.16546	0.98611	
1137.31253	48.49628	1112.21153	-9.29843	1.24542	172.49446	0.32027	-0.99120	0.13239	0.00016	-0.13059	-0.97795	0.16299	0.02173	0.16154	0.98663	
1137.60387	48.56951	1112.97128	-8.88770	1.20210	172.55443	0.30476	-0.99135	0.13124	0.00053	-0.12956	-0.97924	0.15588	0.02098	0.15446	0.98778	
1138.00886	47.79207	1113.82127	-8.06409	-0.04986	172.50664	0.82277	-0.99146	0.12900	-0.01915	-0.13041	-0.98167	0.13897	-0.00087	0.14028	0.99011	
1138.17145	48.47019	1114.38553	-8.05633	0.79722	172.65488	0.36393	-0.99170	0.12852	-0.00425	-0.12783	-0.98176	0.14076	0.01391	0.14013	0.99003	
1138.46883	48.32430	1115.06026	-7.57386	0.77093	172.66553	0.37517	-0.99173	0.12831	-0.00360	-0.12765	-0.98294	0.13243	0.01345	0.13179	0.99119	
1138.82356	48.13599	1115.60111	-7.11739	0.59440	172.70007	0.32748	-0.99184	0.12736	-0.00553	-0.12706	-0.98409	0.12421	0.01037	0.12390	0.99224	
1139.11151	47.88013	1116.04109	-6.61584	0.65914	172.67264	0.35132	-0.99177	0.12800	-0.00336	-0.12753	-0.98506	0.11573	0.01150	0.11520	0.99328	
1139.36777	47.48589	1116.14524	-6.09145	0.39566	172.61934	0.25796	-0.99169	0.12846	-0.00682	-0.12846	-0.98602	0.10612	0.00691	0.10611	0.99433	
1139.72984	47.26914	1116.32279	-5.60311	0.32714	172.45934	0.31701	-0.99134	0.13116	-0.00718	-0.13123	-0.98654	0.09754	0.00571	0.09764	0.99521	
1140.09172	46.90737	1116.21026	-5.19976	0.11901	172.36562	0.34669	-0.99113	0.13249	-0.00999	-0.13285	-0.98703	0.09010	0.00208	0.09063	0.99588	
1140.46640	46.47823	1115.99455	-4.83377	-0.09087	172.27289	0.36764	-0.99092	0.13384	-0.01290	-0.13446	-0.98741	0.08329	-0.00159	0.08427	0.99644	
1140.90352	45.93902	1115.63266	-4.38086	-0.06728	172.06192	0.28997	-0.99042	0.13761	-0.01171	-0.13810	-0.98754	0.07549	-0.00117	0.07639	0.99708	
1141.34612	45.35675	1115.18393	-3.96344	-0.10000	171.90585	0.26217	-0.99004	0.14034	-0.01146	-0.14080	-0.98769	0.06819	-0.00175	0.06912	0.99761	
1141.79451	44.73301	1114.62291	-3.60056	0.03900	171.74562	0.25166	-0.98964	0.14333	-0.00834	-0.14357	-0.98768	0.06225	0.00068	0.06280	0.99803	
1142.20270	43.89849	1113.86387	-3.05722	0.03615	171.61481	0.17280	-0.98931	0.14565	-0.00715	-0.14583	-0.98790	0.05286	0.00063	0.05333	0.99858	
1142.60457	43.23761	1113.05849	-2.58501	-0.12183	171.49892	0.31095	-0.98901	0.14758	-0.00877	-0.14783	-0.98802	0.04429	-0.00213	0.04510	0.99898	
1143.04401	42.60358	1112.29152	-2.24817	-0.13191	171.42432	0.25758	-0.98882	0.14891	-0.00812	-0.14912	-0.98807	0.03845	-0.00230	0.03923	0.99923	
1143.43302	41.83427	1111.39457	-1.75849	-0.06445	171.25626	0.23211	-0.98838	0.15191	-0.00578	-0.15202	-0.98792	0.03016	-0.00112	0.03069	0.99953	
1143.78630	40.95770	1110.45911	-1.22452	-0.27231	171.17065	0.38440	-0.98814	0.15336	-0.00798	-0.15349	-0.98794	0.02039	-0.00475	0.02137	0.99976	
1144.23258	40.34185	1109.70709	-0.96023	-0.11857	170.94675	0.35706	-0.98754	0.15730	-0.00468	-0.15735	-0.98741	0.01622	-0.00207	0.01676	0.99986	
1144.76208	40.04961	1109.25718	-0.94160	0.05679	170.62381	0.37645	-0.98664	0.16291	-0.00170	-0.16292	-0.98650	0.01638	0.00099	0.01643	0.99986	
1145.39629	39.99062	1109.11077	-0.96377	0.44007	170.29309	0.35453	-0.98565	0.16871	0.00473	-0.16860	-0.98552	0.01787	0.00768	0.01682	0.99983	
1146.05371	39.98760	1109.20702	-1.02448	0.67077	170.11937	0.33067	-0.98510	0.17177	0.00846	-0.17158	-0.98497	0.01962	0.01171	0.01788	0.99977	
1146.73836	40.07436	1109.53809	-1.05688	0.89604	170.03423	0.27219	-0.98479	0.17331	0.01221	-0.17304	-0.98469	0.02087	0.01564	0.01844	0.99971	
1147.42611	40.20830	1110.08870	-1.13853	0.84213	170.01006	0.29091	-0.98473	0.17373	0.01102	-0.17346	-0.98459	0.02212	0.01470	0.01987	0.99969	
1148.14475	40.44942	1111.00974	-1.18357	0.96983	169.97734	0.33928	-0.98460	0.17434	0.01307	-0.17401	-0.98447	0.02329	0.01693	0.02065	0.99964	
1148.77858	40.54813	1112.07031	-1.17728	0.74120	170.07259	0.40772	-0.98494	0.17263	0.00920	-0.17239	-0.98477	0.02247	0.01294	0.02054	0.99971	
1149.36606	40.51748	1113.64566	-1.03229	0.63379	170.06564	0.45313	-0.98495	0.17269	0.00779	-0.17251	-0.98481	0.01965	0.01106	0.01801	0.99978	
1149.85655	40.22811	1115.55018	-0.87685	0.33074	170.03864	0.39359	-0.98491	0.17305	0.00304	-0.17298	-0.98479	0.01607	0.00577	0.01530	0.99987	
1150.35176	40.04323	1118.19685	-0.81529	0.56518	169.94106	0.36995	-0.98458	0.17478	0.00723	-0.17465	-0.98450	0.01573	0.00986	0.01423	0.99985	
1150.73392	39.43485	1120.92016	-0.43806	0.07089	169.74593	0.30180	-0.98403	0.17802	-0.00014	-0.17801	-0.98400	0.00774	0.00124	0.00765	0.99997	
1151.02927	38.59518	1123.90582	-0.11902	-0.56410	169.62682	0.30244	-0.98361	0.18004	-0.01006	-0.18005	-0.98366	0.00027	-0.00985	0.00208	0.99995	
1151.40716	37.81555	1127.23748	0.25424	-1.23932	169.44194	0.37045	-0.98284	0.18332	-0.02045	-0.18319	-0.98304	-0.00833	-0.02163	-0.00444	0.99976	
1151.81864	36.95383	1130.85340	0.55750	-1.94494	169.26779	0.28066	-0.98194	0.18653	-0.03153	-0.18611	-0.98240	-0.01588	-0.03394	-0.00972	0.99938	
1152.31990	36.39725	1134.80768	0.93081	-2.51655	169.09396	0.29974	-0.98099	0.18987	-0.04004	-0.18902	-0.98167	-0.02426	-0.04391	-0.01623	0.99890	
1152.80644	35.89241	1138.96535	1.34367	-3.12140	169.04945	0.39119	-0.98033	0.19116	-0.04899	-0.18968	-0.98128	-0.03336	-0.05445	-0.02341	0.99824	
1153.36772	35.34258	1143.57769	1.50434	-3.87101	169.05257	0.30080	-0.97956	0.19158	-0.06127	-0.18948	-0.98113	-0.03859	-0.06751	-0.02619	0.99737	
1153.89445	35.13289	1148.37999	1.82485	-4.40462	169.03467	0.42090	-0.97884	0.19252	-0.06930	-0.18965	-0.98078	-0.04586	-0.07680	-0.03175	0.99654	
1154.42694	34.86399	1153.42600	1.97391	-5.05545	168.99835	0.29939	-0.97780	0.19370	-0.07988	-0.19009	-0.98046	-0.05062	-0.08812	-0.03431	0.99552	
1155.00474	34.93100	1158.60051	2.13453	-5.64609	168.92130	0.23432	-0.97660	0.19562	-0.08933	-0.19123	-0.97998	-0.05544	-0.09838	-0.03707	0.99446	
1155.48541	35.25172	1163.69963	2.35223	-6.15870	168.89429	0.34171	-0.97561	0.19678	-0.09728	-0.19151	-0.97960	-0.06092	-0.10728	-0.04081	0.99339	
1156.00788	35.62061	1169.04662	2.39856	-6.85584	168.98010	0.28057	-0.97454	0.19589	-0.10907	-0.18978	-0.97975	-0.06388	-0.11937	-0.04155	0.99198	
1156.50088	36.52921	1174.31181	2.54518	-7.38042	169.04527	0.40271	-0.97364	0.19545	-0.11755	-0.18846	-0.97973	-0.06798	-0.12846	-0.04404	0.99074	
1157.01841	37.51899	1179.76583	2.54955	-7.89539	169.15878	0.34157	-0.97284	0.19390	-0.12641	-0.18630	-0.98003	-0.06950	-0.13736	-0.04406	0.98954	
1157.51413	38.85399	1185.39285	2.59068	-8.35913	169.31145	0.38292	-0.97221	0.19174	-0.13433	-0.18350	-0.98043	-0.07135	-0.14538	-0.04472	0.98837	
1157.99527	40.20693	1191.15170	2.46092	-8.88968	169.50209	0.33035	-0.97145	0.18856	-0.14398	-0.18001	-0.98115	-0.07035	-0.15453	-0.04242	0.98708	
1158.39532	41.83892	1196.90607	2.47302	-9.30923	169.71344	0.40773	-0.97097	0.18527	-0.15131	-0.17622	-0.98176	-0.07131	-0.16176	-0.04258	0.98591	
1158.75824	43.72850	1202.72485	2.39771	-9.77077	169.94891	0.45113	-0.97037	0.18136	-0.15965	-0.17199	-0.98255	-0.07079	-0.16971	-0.04123	0.98463	
1159.07387	45.82972	1208.48206	2.38423	-10.18354	170.18556	0.43890	-0.96984	0.17756	-0.16697	-0.16777	-0.98326	-0.07110	-0.17680	-0.04095	0.98339	
1159.39711	48.26070	1214.24810	2.30406	-10.53995	170.38800	0.43808	-0.96933	0.17409	-0.17349	-0.16416	-0.98394	-0.07016	-0.18292	-0.03952	0.98233	
1159.56427	50.64513	1219.85101	2.32617	-11.53743	170.68320	0.74617	-0.96687	0.16977	-0.19064	-0.15862	-0.98468	-0.07241	-0.20001	-0.03977	0.97899	
1159.82993	53.61462	1225.69247	2.12330	-11.43381	170.98566	0.44641	-0.96805	0.16383	-0.18985	-0.15357	-0.98582	-0.06763	-0.19824	-0.03631	0.97948	
1159.95825	56.57165	1231.48443	2.03007	-11.91080	171.28008	0.48868	-0.96716	0.15874	-0.19850	-0.14834	-0.98671	-0.06628	-0.20639	-0.03466	0.97786	
1160.11826	59.69060	1237.28210	1.92767	-12.14704	171.61586	0.32085	-0.96716	0.15273	-0.20315	-0.14254	-0.98772	-0.06394	-0.21042	-0.03288	0.97706	
1160.16800	62.95942	1243.11331	1.81840	-12.42066	171.95583	0.26650	-0.96699	0.14662	-0.20842	-0.13666	-0.98871	-0.06150	-0.21509	-0.03099	0.97610	
1160.09790	66.41148	1248.85337	1.69841	-12.87559	172.29887	0.33025	-0.96606	0.14049	-0.21676	-0.13064	-0.98966	-0.05922	-0.22283	-0.02889	0.97443	
1159.92730	69.98729	1254.47814	1.64475	-13.20560	172.61243	0.34873	-0.96548	0.13503	-0.22277	-0.12518	-0.99045	-0.05783	-0.22845	-0.02794	0.97316	
1159.68371	73.74677	1260.09678	1.58581	-13.55059	172.96811	0.37849	-0.96485	0.12881	-0.22906	-0.11901	-0.99130	-0.05614	-0.23430	-0.02690	0.97179	
1159.33665	77.66314	1265.61287	1.56065	-13.95885	173.32382	0.40884	-0.96389	0.12274	-0.23633	-0.11282	-0.99209	-0.05508	-0.24122	-0.02643	0.97011	
1158.87355	81.60229	1271.09845	1.53031	-14.28296	173.71088	0.45663	-0.96326	0.11606	-0.24221	-0.10616	-0.99291	-0.05356	-0.24671	-0.02588	0.96874	
1158.28026	85.67794	1276.55361	1.55195	-14.75914	174.07791	0.46073	-0.96184	0.11000	-0.25051	-0.09977	-0.99359	-0.05321	-0.25476	-0.02619	0.96665	
1157.58165	89.82168	1282.00063	1.53261	-15.17594	174.46558	0.47952	-0.96063	0.10338	-0.25789	-0.09308	-0.99431	-0.05186	-0.26178	-0.02581	0.96478	
1156.79420	94.12272	1287.49046	1.53668	-15.54048	174.83994	0.52925	-0.95954	0.09706	-0.26433	-0.08665	-0.99494	-0.05080	-0.26792	-0.02584	0.96309	
1155.91426	98.58811	1292.95990	1.55254	-15.87544	175.25612	0.57078	-0.95856	0.09006	-0.27027	-0.07955	-0.99560	-0.04962	-0.27355	-0.02606	0.96151	
1154.92269	103.20439	1298.35192	1.62575	-16.15498	175.61598	0.56078	-0.95770	0.08428	-0.27514	-0.07342	-0.99607	-0.04955	-0.27824	-0.02725	0.96013	
1153.81773	107.90143	1303.61254	1.72403	-16.61692	176.02727	0.57717	-0.95594	0.07783	-0.28307	-0.06639	-0.99655	-0.04982	-0.28597	-0.02883	0.95780	
1152.63147	112.77344	1308.80574	1.79177	-17.10662	176.47636	0.59965	-0.95395	0.07061	-0.29153	-0.05874	-0.99706	-0.04928	-0.29415	-0.02988	0.95529	
1151.36889	117.77095	1313.90228	1.86303	-17.50884	176.90930	0.54996	-0.95228	0.06365	-0.29850	-0.05142	-0.99749	-0.04868	-0.30085	-0.03100	0.95317	
1149.94747	122.77094	1318.85544	1.93405	-17.83872	177.29776	0.58011	-0.95086	0.05745	-0.30423	-0.04488	-0.99783	-0.04815	-0.30634	-0.03213	0.95138	
1148.42762	127.98185	1323.77682	1.93199	-18.09263	177.72122	0.58462	-0.94980	0.05020	-0.30879	-0.03780	-0.99822	-0.04603	-0.31055	-0.03205	0.95002	
1146.78762	133.37131	1328.63805	2.00283	-18.33599	178.11826	0.56350	-0.94872	0.04381	-0.31308	-0.03117	-0.99849	-0.04525	-0.31459	-0.03317	0.94865	
